symbol,n_bars,last_close,med_dollar_vol,pass
XLU,32,43.31,797873897.925,True
UNP,32,309.59,795981444.955,True
MCHP,32,73.5,795585558.0699999,True
TMUS,32,181.61,787384961.925,True
HPE,32,53.44,786751849.8399999,True
CLS,32,306.86,786233294.11,True
SLV,32,62.32,779874429.18,True
NEM,32,135.14,779225379.255,True
COP,32,131.84,774449048.86,True
MCK,32,905.09,772534547.715,True
MELI,32,1997.0,771190808.28,True
VLO,32,340.41,770828642.5999999,True
ETN,32,409.2,770053398.3,True
SCHD,32,35.11,768910510.5000001,True
TJX,32,139.48,766269833.635,True
XLY,32,117.95,763025573.355,True
SCHW,32,112.27,762539663.5150001,True
ASTS,32,62.01,753003958.35,True
SPYM,32,90.15,751826375.05,True
CVS,32,92.9,747332544.735,True
SYK,32,330.59,739852888.49,True
IONQ,32,42.05,737451167.035,True
DASH,32,233.5,735118328.48,True
RDDT,32,162.45,732982998.19,True
TSLL,32,9.09,730792268.6700001,True
CIEN,32,387.66,730538332.515,True
MPC,32,354.88,728713503.55,True
ON,32,72.51,726118595.1949999,True
IEFA,32,101.41,712411826.775,True
CEG,32,278.42,709469703.1200001,True
SPGI,32,432.99,709174430.01,True
FTNT,32,153.66,706957247.215,True
BLK,32,1176.64,705454448.0,True
ONDS,32,8.24,701141836.56,True
BIL,32,91.62,697479030.6700001,True
FXI,32,35.56,695930205.175,True
FIX,32,1561.96,692689271.1949999,True
HON,32,215.68,690922322.54,True
CDNS,32,331.9,685974143.76,True
EWZ,32,35.88,685868421.11,True
USO,32,126.15,684433513.755,True
CMCSA,32,27.1,684165236.3,True
VCIT,32,81.58,679101485.0699999,True
TRV,32,369.66,675588091.44,True
F,32,13.95,670500821.06,True
WELL,32,241.15,669183119.87,True
AGG,32,98.01,668626041.25,True
ABNB,32,190.5,668447625.625,True
MO,32,68.07,657410623.03,True
VEA,32,73.79,655155087.04,True
HLT,32,329.31,654635779.97,True
WDAY,32,194.42,652549980.335,True
PYPL,32,62.27,651169448.72,True
SBUX,32,105.76,650411801.505,True
ADP,32,282.78,641303585.845,True
VST,32,139.03,639520855.97,True
PWR,32,603.78,637874904.84,True
HL,32,20.92,634178167.76,True
SNDQ,32,17.1,631747908.56,True
LOW,32,214.6,628686206.85,True
BMY,32,67.92,626927291.925,True
LMT,32,556.52,624035905.11,True
SHW,32,350.45,614770443.84,True
CVNA,32,75.77,614068079.905,True
CB,32,343.11,610041935.745,True
HONA,32,160.36,604866513.78,True
DE,32,630.66,603193491.25,True
CIFR,32,16.31,602435495.5050001,True
CDE,32,21.59,601310602.95,True
SNPS,32,408.79,598250749.185,True
AXTI,32,67.45,594777286.4850001,True
WBD,32,28.9,594274869.725,True
BX,32,143.41,593528530.145,True
CMG,32,37.43,592647015.45,True
MDT,32,91.14,587966082.565,True
VUG,32,87.4,583713195.325,True
TGT,32,163.47,583191653.94,True
VRTX,32,552.85,581597896.275,True
VTV,32,226.79,576670394.69,True
EQIX,32,1073.44,575221054.665,True
KORU,32,20.83,570978365.665,True
CSX,32,51.51,569797475.13,True
WULF,32,16.32,568280184.7049999,True
PSX,32,236.9,564569159.015,True
BMNR,32,24.82,564243654.8399999,True
XLC,32,113.18,563497343.7750001,True
REGN,32,833.56,562759668.0699999,True
PH,32,1016.31,562505518.485,True
HWM,32,264.04,561715624.06,True
SAP,32,216.93,560820240.9200001,True
XOP,32,182.73,552789625.2,True
STM,32,49.46,548386292.73,True
XLB,32,53.58,546882584.71,True
ICE,32,161.78,546221713.77,True
SLB,32,53.29,544865747.86,True
ROST,32,241.19,544307885.685,True
RCL,32,292.29,542839011.35,True
PGR,32,222.09,539282763.355,True
MDB,32,404.92,533676022.64500004,True
MAR,32,357.77,531960403.85,True
CMI,32,572.67,528284842.84999996,True
AZN,32,169.66,527699230.905,True
SHEL,32,92.22,525569238.56,True
CME,32,277.32,520057708.91999996,True
PDD,32,87.75,519935393.95,True
HCA,32,428.76,519240750.76,True
MARA,32,11.83,517803678.92499995,True
ORLY,32,90.32,516971596.80999994,True
KWEB,32,26.41,515304079.075,True
TEAM,32,166.49,513645329.695,True
GDXJ,32,135.9,509666660.1,True
IYR,32,105.46,508332673.98,True
URI,32,1053.14,505551018.005,True
PLD,32,143.33,500467362.57500005,True
AZO,32,3027.34,498737260.23,True
APLD,32,28.85,498418244.34000003,True
MMM,32,179.37,496875742.025,True
APO,32,133.18,495887114.895,True
BND,32,72.67,490284175.23,True
NVO,32,48.66,487176692.71500003,True
SE,32,123.18,485672976.71000004,True
IEF,32,93.51,483953093.84000003,True
TEL,32,201.41,482666062.95,True
HUM,32,389.71,479823761.96500003,True
MDLZ,32,62.99,475506991.375,True
TDG,32,1192.6,475433773.115,True
FDX,32,333.71,474083025.81,True
EWT,32,105.4,473161238.49,True
MNST,32,48.73,472528055.8,True
DAL,32,83.62,469136254.625,True
DUK,32,121.59,468316196.535,True
UPS,32,105.14,467904367.53499997,True
CI,32,279.32,466127637.90999997,True
AEP,32,122.77,461675722.75500005,True
OXY,32,58.41,459931310.605,True
UAL,32,117.41,456679158.26,True
TTWO,32,232.93,456017574.0,True
JCI,32,141.82,453175089.365,True
WMB,32,71.08,453096875.6,True
CCL,32,26.14,451231940.265,True
CTAS,32,204.76,450503861.95,True
EBAY,32,106.0,448553608.91999996,True
SO,32,89.97,446625140.66499996,True
IWF,32,121.83,441486595.075,True
DVN,32,46.91,437931571.31999993,True
MUB,32,105.58,437515418.805,True
ADSK,32,251.21,436396657.0,True
GM,32,85.81,435792705.8249999,True
DLR,32,192.32,433915862.86,True
EMB,32,95.38,433804778.13,True
AXON,32,613.26,433104403.19,True
BNY,32,163.65,430332393.6,True
EXPE,32,337.97,428335986.745,True
USB,32,62.41,426752051.98,True
CAH,32,237.92,425896905.65,True
ETHA,32,18.6,425842246.375,True
KKR,32,107.58,425004978.3,True
SPXL,32,286.61,424202605.03999996,True
HUT,32,85.5,423072812.40500003,True
BKR,32,61.82,420905701.52,True
FIG,32,27.27,420305163.33,True
IJH,32,76.14,420245170.86,True
TT,32,455.25,419947421.1,True
NTAP,32,187.43,417868920.94,True
VGT,32,117.51,417256590.46,True
AEM,32,224.11,417140721.18,True
FSLR,32,206.82,416663145.25,True
CRH,32,96.2,415597092.85,True
AMT,32,178.57,415430203.65,True
EMR,32,154.96,414728802.63,True
MTUM,32,302.4,414307837.745,True
ECHO,32,86.52,411669553.875,True
FLEX,32,109.25,409648840.09000003,True
WM,32,222.13,409306317.53,True
LNG,32,278.8,408358945.8,True
MTZ,32,246.85,407451613.78999996,True
YUM,32,156.27,406822972.03,True
HBAN,32,16.95,406067686.925,True
CTSH,32,63.06,405096919.57,True
IBKR,32,98.19,403106724.935,True
PCAR,32,129.22,402913722.545,True
NOC,32,542.52,400296550.275,True
ZTS,32,77.29,398575132.2900001,True
NVDL,32,32.69,394575521.065,True
EOG,32,146.83,393294767.15,True
RBLX,32,39.12,391799534.95,True
ALL,32,257.62,391641424.59000003,True
NSC,32,351.24,390169920.885,True
ELV,32,398.87,389322408.27,True
MCO,32,513.11,388271860.92,True
U,32,44.99,387934121.53,True
VXUS,32,88.12,386897944.125,True
VWO,32,60.64,384148430.8,True
MDY,32,694.0,382965422.11,True
MRSH,32,193.4,382405550.28499997,True
FN,32,431.54,381999077.755,True
AON,32,354.83,381920162.48,True
PNC,32,244.11,381780519.085,True
MSCI,32,563.99,381159077.615,True
KDP,32,31.84,381011948.425,True
VT,32,160.99,380758858.91999996,True
TSEM,32,212.71,380290916.245,True
XEL,32,77.19,379974012.075,True
IAU,32,87.76,379287470.54,True
MSI,32,485.39,379002475.71000004,True
IJR,32,146.7,378890209.65500003,True
DXCM,32,89.16,377891271.57000005,True
MTSI,32,266.27,377748715.54999995,True
RKT,32,14.3,376324890.17999995,True
COR,32,328.06,376265857.5,True
ALNY,32,240.08,375749075.75,True
TWLO,32,223.97,374827043.765,True
LHX,32,262.17,374266602.93499994,True
IWD,32,258.27,373863478.46000004,True
MKSI,32,270.48,373665837.39,True
KVUE,32,19.33,372253320.81000006,True
ARKK,32,86.37,372133617.91,True
KEYS,32,320.12,371698124.83500004,True
HIMS,32,31.75,371217193.44,True
PCG,32,18.36,371019996.84000003,True
OKTA,32,130.61,370980003.27,True
FAST,32,50.31,368877187.03,True
CL,32,91.33,367546917.44500005,True
XRT,32,87.89,367266513.06,True
RIOT,32,21.3,364886301.88,True
RIVN,32,16.74,363005932.62,True
OKLO,32,44.27,361920949.74,True
FANG,32,199.89,360074978.685,True
GD,32,376.58,358667347.17,True
CARR,32,58.52,358596794.55999994,True
B,32,48.87,358324102.89,True
STRL,32,486.39,357369716.78,True
QLD,32,88.8,356590295.16499996,True
AKAM,32,105.74,354694738.03000003,True
MET,32,95.87,350840313.95500004,True
HUBS,32,237.69,348311403.2,True
AJG,32,268.51,347898327.37,True
ACWI,32,161.08,346996733.31,True
GWW,32,1301.68,346928350.895,True
ZS,32,168.42,346457263.53,True
XYZ,32,82.72,345871647.32,True
JEPQ,32,59.75,345555147.755,True
ROKU,32,159.76,344219301.365,True
EQT,32,54.0,344163762.43499994,True
FICO,32,1137.14,343570888.93000007,True
FERG,32,232.67,342422621.58000004,True
KR,32,58.45,342246543.29999995,True
VTEB,32,49.58,342081063.61,True
IR,32,78.57,341206335.84000003,True
RVMD,32,211.38,339713285.45000005,True
CRS,32,486.09,339594773.01,True
NUE,32,247.55,337329296.24,True
VEEV,32,246.78,336665006.51,True
HPQ,32,29.52,336365071.86,True
NTRA,32,336.71,336238107.63,True
KHC,32,25.32,335404432.09000003,True
ITW,32,281.65,334580080.68,True
TSCO,32,35.38,333813433.61,True
ECL,32,289.54,333459863.28499997,True
EW,32,90.87,333191510.05999994,True
ONTO,32,291.62,332338635.825,True
TPR,32,130.12,330629971.2,True
BP,32,42.86,330347323.86,True
ILMN,32,224.99,329842088.495,True
JBL,32,308.68,329127190.275,True
ODFL,32,198.34,327433249.05,True
SWKS,32,65.7,327369399.6,True
TFC,32,50.3,327235394.07000005,True
SPDN,32,8.52,326615071.04,True
DHI,32,150.8,325841315.15999997,True
HAL,32,33.8,323934498.08000004,True
CTVA,32,83.05,323593461.605,True
RGTI,32,16.94,323255075.0725,True
ENTG,32,138.87,322760018.185,True
GIS,32,39.78,322315743.33000004,True
PAYX,32,124.99,321822066.81,True
NVD,32,4.36,319284868.35,True
FISV,32,52.44,318806789.96000004,True
NRG,32,113.61,317406511.605,True
CNQ,32,49.59,316817164.825,True
GH,32,164.92,315822054.625,True
PSA,32,322.67,315250013.16499996,True
TRGP,32,286.91,315045541.33000004,True
KMB,32,111.02,314853702.30499995,True
STT,32,192.95,313976132.105,True
MP,32,60.17,313787291.13,True
OKE,32,91.7,310561170.84000003,True
VALE,32,15.33,310447774.98,True
CHTR,32,155.14,309936032.13,True
DOCN,32,112.57,309572145.44,True
EWJ,32,95.63,309312642.46500003,True
RY,32,207.09,308633710.485,True
KMI,32,30.94,308204907.65,True
ROK,32,429.4,308014457.875,True
NDAQ,32,98.73,302842135.125,True
FITB,32,54.89,302677996.835,True
WAT,32,414.44,302545702.1,True
USHY,32,36.95,301754180.315,True
CPRT,32,33.33,301728417.70750004,True
O,32,62.83,301384943.755,True
CCJ,32,106.96,301305865.7,True
EXC,32,44.31,300713731.07,True
MRNA,32,158.83,300711388.37,True
FOXA,32,70.33,299964882.23,True
LULU,32,118.33,299939203.615,True
APD,32,303.85,298602014.16499996,True
ASX,32,37.08,296670249.76,True
LYV,32,186.77,296587146.495,True
RSG,32,220.96,295303233.94000006,True
QBTS,32,19.35,294445684.43,True
BDX,32,189.78,293191910.56500006,True
ATI,32,215.23,293009879.9,True
IDXX,32,550.01,292952953.38,True
TTMI,32,112.3,292897894.53999996,True
GLDM,32,92.35,292678055.29999995,True
SPMO,32,147.41,291006666.645,True
SPG,32,218.99,290569948.59000003,True
QQQI,32,54.12,289876968.285,True
EME,32,739.87,289700575.155,True
ROP,32,413.37,289300740.58000004,True
ZM,32,100.92,288603203.895,True
UMC,32,19.6,287760711.945,True
CLSK,32,12.75,287036052.42999995,True
EXE,32,94.66,286464929.37,True
VNQ,32,99.25,286017907.59000003,True
SMR,32,9.81,285991941.755,True
ADM,32,79.16,285701743.95000005,True
SMTC,32,127.52,285287424.41999996,True
TD,32,119.07,284770746.90999997,True
FTAI,32,200.47,282398645.71000004,True
SRE,32,84.03,282226229.9,True
DPZ,32,349.91,282007972.795,True
TOST,32,36.8,279859520.53499997,True
CMS,32,68.74,279789255.155,True
NVT,32,151.48,279319314.21500003,True
MLM,32,531.74,278589879.89,True
RMD,32,236.59,278094343.845,True
STLD,32,231.08,277387446.02,True
DLTR,32,134.48,276564820.21999997,True
JPST,32,50.55,276352289.47,True
IQV,32,259.42,276214972.72,True
WAB,32,296.94,276155812.7,True
UPRO,32,149.94,275992628.75,True
IBB,32,216.4,275930713.505,True
DOW,32,30.16,275834221.235,True
ARES,32,142.76,275544201.3,True
AME,32,241.77,275437652.1,True
VRSK,32,188.49,275211569.23,True
VTR,32,93.83,274843891.52,True
CPNG,32,16.69,273245692.95000005,True
MTB,32,240.41,273103085.74,True
ALB,32,133.18,272724125.82,True
CF,32,127.26,272580058.2,True
DKS,32,124.31,271758297.645,True
CELH,32,35.34,271439760.385,True
CBOE,32,308.82,271283769.58500004,True
SNDU,32,19.92,270962514.99,True
ULTA,32,537.22,270649606.40999997,True
TTD,32,13.25,268076063.16,True
CHRW,32,143.66,267377834.97,True
JBHT,32,262.18,265377604.13,True
AWK,32,137.6,265362613.05499998,True
CCI,32,76.29,263883170.69500002,True
TLN,32,307.67,262248744.89,True
TNA,32,72.55,261710118.845,True
VCSH,32,78.77,261298629.255,True
BOXX,32,117.95,261130236.115,True
VCLT,32,72.69,260719933.18,True
PBR,32,17.85,260705694.98000002,True
SPXU,32,34.71,260541021.42000002,True
SPXS,32,24.76,259844289.01999998,True
SYF,32,80.77,259176768.62,True
GPN,32,93.82,258223044.14,True
BBY,32,85.29,257859238.195,True
LYB,32,62.55,257543303.82,True
JOBY,32,7.22,256843525.31,True
SIMO,32,241.83,256261216.7,True
CNP,32,38.93,256225980.40499997,True
CFG,32,69.83,255021560.48000002,True
QXO,32,13.85,254805936.10500002,True
A,32,154.77,254804947.885,True
QID,32,14.46,254670071.10000002,True
RWM,32,13.43,253408329.45,True
MOD,32,188.01,253133139.87,True
SHV,32,110.34,253052309.775,True
NXT,32,84.81,252011559.68,True
RF,32,30.63,251746713.42,True
DKNG,32,25.79,251736838.52499998,True
FPS,32,32.19,251485113.23999998,True
PLTD,32,5.29,250844698.26999998,True
W,32,104.53,249747899.625,True
JEPI,32,58.14,247995724.64999998,True
AMP,32,560.26,247555729.485,True
INDA,32,50.23,247060680.10750002,True
DG,32,122.58,246809664.97000003,True
RIO,32,106.81,246757709.45999998,True
NCLH,32,17.26,246668310.67000002,True
DT,32,50.07,246297332.25,True
OTIS,32,71.46,245770110.3,True
SITM,32,594.1,245612330.4,True
INFY,32,12.03,245523465.825,True
PPL,32,34.99,244650103.94,True
BURL,32,315.27,244565058.32,True
RBRK,32,92.65,244484114.675,True
CDW,32,142.09,244356419.89000002,True
ED,32,107.09,243986858.635,True
JD,32,29.36,243383194.97000003,True
DRI,32,220.41,243152887.11,True
SN,32,183.8,243111689.25,True
SSPC,32,11.12,241573484.45999998,True
DINO,32,93.24,241342536.05,True
NVS,32,159.98,241195435.6,True
SHY,32,82.08,241186767.965,True
GEHC,32,73.91,240909100.71,True
CNC,32,65.0,238522566.65,True
ARGX,32,1019.49,238108360.39,True
AA,32,51.28,237714268.26,True
JAAA,32,50.67,237632015.485,True
STZ,32,135.01,237358117.78499997,True
INSM,32,123.89,237348331.96499997,True
AEHR,32,95.59,237164583.81,True
SCHG,32,35.32,236589104.38500002,True
BTI,32,56.47,236562339.485,True
HSY,32,187.18,236390433.4,True
FLUT,32,102.06,235801295.505,True
AMKR,32,48.7,235773297.485,True
LUV,32,40.82,234411234.39,True
TEM,32,68.73,232476938.14499998,True
NI,32,40.65,232333113.495,True
CASY,32,824.92,232252323.375,True
RMBS,32,89.86,232110000.245,True
AFL,32,116.18,231187142.45499998,True
THC,32,271.88,230545474.96,True
SCHX,32,30.21,230529866.51999998,True
ETR,32,106.24,230250751.17000002,True
RIG,32,5.75,229787541.715,True
BIDU,32,93.43,229477650.26,True
KNX,32,68.5,229281079.59,True
UTHR,32,518.53,229269032.66,True
FTI,32,75.2,229173866.285,True
SU,32,65.36,228962885.7,True
CRL,32,297.64,228912891.785,True
SYY,32,83.46,228384454.85000002,True
AIG,32,76.38,228001953.16,True
AFRM,32,77.945,227830952.39999998,True
CLX,32,104.93,227664649.97,True
GRMN,32,288.45,227525485.52,True
SH,32,32.46,227152805.66000003,True
SPYG,32,120.15,226861243.055,True
EFX,32,191.89,226819407.005,True
IT,32,195.79,226677133.885,True
COPX,32,96.32,226440155.47500002,True
D,32,66.93,225594402.315,True
HUBB,32,464.19,224651902.0,True
VMC,32,274.09,224525248.94,True
UL,32,65.15,224510851.83499998,True
VIG,32,244.29,224176240.725,True
KEY,32,21.89,223825714.17000002,True
TYL,32,350.06,223256088.47,True
PINS,32,23.66,223233086.73,True
WPM,32,163.72,222980367.76999998,True
LII,32,389.06,222349676.25,True
CAVA,32,69.29,221592157.27499998,True
FFIV,32,382.75,221396033.565,True
MDLN,32,35.64,221381842.05,True
HST,32,23.0,221295158.55,True
Q,32,126.62,221029375.425,True
MAGS,32,67.61,221007101.57,True
ZBRA,32,360.52,220635951.44,True
USFD,32,108.89,220361027.46,True
TECH,32,72.33,220310192.81500003,True
WEC,32,106.67,220223698.5,True
DECK,32,88.74,219820228.815,True
VIK,32,92.23,218656872.0,True
FIS,32,40.47,218557054.02499998,True
ETSY,32,84.43,218406845.42,True
PODD,32,143.05,218051497.125,True
ZBH,32,100.24,217315352.135,True
FIVE,32,259.41,214433926.26,True
SOUN,32,7.05,213863389.115,True
BHP,32,98.69,213604976.54999998,True
MTD,32,1402.25,213588381.51999998,True
EAT,32,248.7,213464865.11,True
LH,32,337.68,213151291.16000003,True
JNK,32,96.2,212871392.37,True
SPCH,32,8.68,212404842.995,True
CP,32,94.34,212356232.935,True
GFS,32,45.92,212043789.39,True
MSTU,32,30.5,211965202.46,True
LVS,32,47.27,211420908.945,True
CBRE,32,151.74,211040632.92000002,True
RL,32,362.6,210512060.915,True
CPAY,32,412.37,210493377.165,True
HIG,32,138.22,210462328.2,True
USFR,32,50.5,209767018.26,True
NVR,32,6433.74,209254978.89999998,True
ROL,32,36.36,209200380.915,True
XLRE,32,45.36,208945198.18,True
APA,32,41.35,208752875.385,True
MXL,32,66.36,207641167.76999998,True
PRU,32,120.15,206758801.3,True
OMC,32,88.2,206375099.745,True
FDS,32,296.08,205375941.465,True
CORZ,32,18.03,205356390.54000002,True
VICI,32,26.29,204531196.82999998,True
XHB,32,106.38,204453573.4,True
OVV,32,64.4,204246425.025,True
TECK,32,71.62,203994928.60999998,True
SW,32,49.43,203956545.865,True
TDY,32,626.9,203488720.91000003,True
SCCO,32,219.7,203406700.89,True
XME,32,120.94,203387770.76999998,True
LPLA,32,361.88,203224395.69,True
VEU,32,86.08,202867776.19,True
PEG,32,73.28,202631781.12,True
DGX,32,244.51,202373632.60500002,True
WCN,32,166.15,201880424.195,True
PSQ,32,26.02,201856011.875,True
PBF,32,66.51,201084637.56,True
RRX,32,162.18,200914060.54500002,True
VICR,32,194.62,200762014.09499997,True
EIX,32,74.78,200613954.365,True
VRSN,32,293.75,200596741.05,True
IRM,32,120.9,199980697.65,True
VMRK,32,67.62,199039064.03500003,True
FWONK,32,104.5,198840262.675,True
ITOT,32,167.9,198768515.94,True
BR,32,184.82,197831158.67000002,True
CLF,32,11.52,197804743.145,True
WCC,32,338.95,197742962.45999998,True
SCHF,32,28.59,197420480.32999998,True
P,32,102.81,197234725.98000002,True
PHM,32,130.86,197019794.02999997,True
EL,32,104.85,196491143.57999998,True
WST,32,348.48,196196080.64999998,True
CRNX,32,84.86,196171469.82000002,True
TKO,32,193.41,194675937.25,True
XYL,32,112.81,194036233.04500002,True
KGC,32,33.48,193997036.95499998,True
RAM,32,12.4,193793491.03000003,True
BROS,32,51.08,193554287.10000002,True
NTRS,32,186.82,193010587.11,True
GSK,32,52.07,191586003.58499998,True
CSGP,32,32.81,191543679.76,True
NVMI,32,368.26,190355379.965,True
TE,32,4.65,190013547.02,True
CAG,32,16.27,189901372.785,True
NBIX,32,153.37,189733711.755,True
DOV,32,202.06,189669196.85500002,True
WWD,32,339.66,189498056.60000002,True
IOT,32,39.14,189119949.365,True
USMV,32,101.5,189116345.02499998,True
WSM,32,234.74,189091352.775,True
ET,32,21.02,189068547.445,True
SOXQ,32,91.19,188990652.70999998,True
LSCC,32,116.1,188891201.88,True
GNRC,32,201.78,188884826.09,True
CVE,32,30.76,187996204.69,True
AU,32,123.39,187831005.12,True
TROW,32,112.87,187150893.70999998,True
RJF,32,174.71,186627848.66,True
FE,32,46.62,185891077.04,True
CCEP,32,109.85,185535610.685,True
AVAV,32,147.42,184388595.48,True
VG,32,14.07,184331570.85500002,True
AGNC,32,10.91,184252182.06,True
PNR,32,62.46,183726530.8,True
VO,32,82.79,183623634.87,True
SSO,32,70.15,183369087.70999998,True
ENB,32,49.74,183089893.14000002,True
XPO,32,191.93,183035013.61,True
GWRE,32,188.34,182924799.60500002,True
BIIB,32,220.77,182761127.085,True
