time,open,high,low,close,volume,rsi14,macd,macd_signal,bb_mid,bb_up,bb_low
2025-12-20 20:00:00,88232.92,88312.72,88211.17,88271.6,128.50977,64.28542869714164,123.76420663886529,158.4586583477194,88235.249,88357.66182782699,88112.836172173
2025-12-20 21:00:00,88271.6,88443.44,88184.96,88208.73,169.66114,62.08378765752881,113.20162319501105,149.40725131717772,88241.891,88339.8748012164,88143.9071987836
2025-12-20 22:00:00,88208.74,88339.99,88154.06,88279.35,182.0376,63.59212417353604,109.26955214132613,141.37971148200742,88245.6565,88343.3033598184,88148.0096401816
2025-12-20 23:00:00,88279.34,88423.31,88252.78,88360.9,149.10105,65.30836791250009,111.44904573583335,135.39357833277262,88252.9525,88362.07937273258,88143.82562726742
2025-12-21 00:00:00,88360.91,88433.64,88306.0,88387.92,134.46825,65.88223362645752,114.04199318752217,131.12326130372253,88257.58,88381.17092949078,88133.98907050923
2025-12-21 01:00:00,88387.93,88387.93,88011.83,88011.83,279.93502,52.7920630701805,84.77239938828279,121.85308892063459,88243.406,88407.24569950043,88079.56630049957
2025-12-21 02:00:00,88011.84,88149.99,87869.35,87943.76,392.18461,50.82375799284304,55.444228754829965,108.57131688747367,88225.30350000001,88433.98145881586,88016.62554118416
2025-12-21 03:00:00,87943.76,88150.0,87934.48,88070.64,184.82899,54.247937751698906,41.955955708617694,95.24824465170248,88215.065,88433.26791333809,87996.86208666192
2025-12-21 04:00:00,88070.64,88149.13,88050.0,88065.83,180.33962,54.09416187756362,30.52638616290642,82.30387295394327,88205.496,88432.52393617983,87978.46806382017
2025-12-21 05:00:00,88065.83,88150.01,88054.05,88138.95,67.73322,56.130023084450464,27.056650636630366,71.25442849048069,88201.2435,88429.9917160086,87972.49528399139
2025-12-21 06:00:00,88138.95,88201.59,88068.36,88090.72,107.2407,54.41578588795008,20.182451570333797,61.04003310645132,88197.57999999999,88431.13670615338,87964.02329384659
2025-12-21 07:00:00,88090.73,88174.79,88054.61,88174.79,100.25965,56.8874415048854,21.273122369442717,53.0866509590496,88192.4365,88423.08043019901,87961.79256980098
2025-12-21 08:00:00,88174.79,88767.2,88141.87,88537.87,426.66802,65.5701397809919,50.848854506984935,52.63909166863667,88206.526,88483.34533484298,87929.70666515702
2025-12-21 09:00:00,88537.88,89081.77,88500.3,88892.82,535.95501,71.59326360129587,101.75635000498733,62.4625433359068,88237.64749999999,88650.98752146159,87824.3074785384
2025-12-21 10:00:00,88892.82,88979.94,88580.52,88669.78,321.68195,64.01501820494832,122.68915872843354,74.50786641441215,88258.0925,88714.48018408446,87801.70481591554
2025-12-21 11:00:00,88669.78,88750.0,88588.11,88601.57,155.51107,61.85853485248152,132.250086831089,86.05631049774752,88279.2355,88758.73322933856,87799.73777066144
2025-12-21 12:00:00,88601.57,88920.01,88463.78,88638.01,273.81982,62.583705167260625,141.14061355731974,97.07317110966197,88303.65,88804.62470573798,87802.67529426201
2025-12-21 13:00:00,88638.01,88694.32,87600.04,87670.1,1029.34323,40.5372680326879,69.28549217693217,91.51563532311602,88278.06499999999,88852.16946518655,87703.96053481342
2025-12-21 14:00:00,87670.1,88148.34,87615.07,88065.18,535.83684,48.51043911201289,43.71551967460255,81.95561219341333,88265.6635,88847.23842320041,87684.08857679958
2025-12-21 15:00:00,88065.19,88272.34,87813.0,88067.95,367.50892,48.56251603895773,23.40485153546615,70.24546006182389,88257.41500000001,88845.58743173444,87669.24256826557
2025-12-21 16:00:00,88067.96,88369.0,87985.11,88359.18,434.1318,53.84770464778033,30.45723573944997,62.28781519734911,88261.794,88851.71259082934,87671.87540917065
2025-12-21 17:00:00,88359.18,88494.97,88280.67,88324.14,292.57922,53.140220367146696,32.840303298246,56.39831281752849,88267.56450000001,88857.55540007148,87677.57359992854
2025-12-21 18:00:00,88324.14,88451.84,87950.0,88445.09,223.91956,55.3222821311038,43.981563598732464,53.91496297376929,88275.85149999999,88871.17130137241,87680.53169862757
2025-12-21 19:00:00,88445.08,88600.0,88201.58,88484.01,289.83713,56.03179001369905,55.31398618631647,54.19476761627873,88282.007,88883.54289790397,87680.47110209602
2025-12-21 20:00:00,88484.01,88500.0,88230.76,88230.96,127.7821,50.42481349317865,43.3759812485514,52.03101034273327,88274.159,88873.96988840417,87674.34811159583
2025-12-21 21:00:00,88230.97,88368.83,88091.96,88162.86,151.57667,49.00363702249901,28.09605166768597,47.24401860772381,88281.7105,88871.33173326295,87692.08926673705
2025-12-21 22:00:00,88162.86,88494.99,88120.99,88483.63,176.80431,55.38246122530486,41.392903971354826,46.07379568045001,88308.704,88882.39760189803,87735.01039810196
2025-12-21 23:00:00,88483.64,88823.52,88374.74,88658.86,342.92687,58.44068467482789,65.31741328083444,49.9225192005269,88338.115,88920.66389560295,87755.56610439706
2025-12-22 00:00:00,88658.87,89627.24,88613.87,88622.4,1109.80548,57.556684682504056,80.40883894175931,56.019783148773385,88365.9435,88946.89835949363,87784.98864050636
2025-12-22 01:00:00,88622.4,89279.31,88516.0,88626.31,593.85875,57.63070194372049,91.6281742722058,63.14146137345987,88390.3115,88972.06099998017,87808.56200001983
2025-12-22 02:00:00,88626.31,88658.22,87900.0,88458.27,639.02818,53.326548133940534,85.96915580720815,67.70700026020953,88408.689,88973.56680218922,87843.81119781078
2025-12-22 03:00:00,88458.27,88850.0,88283.4,88774.12,277.28751,59.45589847746259,105.75175779835263,75.31595176783814,88438.65550000001,89014.76480528926,87862.54619471075
2025-12-22 04:00:00,88774.13,89034.44,88712.11,88904.99,316.78715,61.700218211742936,130.48557123531646,86.34987566133381,88457.0115,89068.72517045532,87845.29782954467
2025-12-22 05:00:00,88905.0,89000.0,88762.43,88831.34,260.18369,59.697452362278355,142.50168636415037,97.58023780189713,88453.9375,89056.98649987248,87850.88850012752
2025-12-22 06:00:00,88831.34,89008.0,88730.07,88909.26,222.6097,61.134810981606016,156.5079111931409,109.36577248014589,88465.9115,89095.91342445055,87835.90957554945
2025-12-22 07:00:00,88909.26,89200.0,88891.63,89170.1,491.12288,65.56247357255127,186.50563251279527,124.79374448667578,88494.338,89197.20482345935,87791.47117654065
2025-12-22 08:00:00,89170.1,89908.71,89093.44,89334.2,921.73946,68.03007189564956,220.97329870326212,144.02965532999306,88529.14749999999,89324.80623726369,87733.48876273629
2025-12-22 09:00:00,89334.21,89836.89,89301.0,89829.6,441.59532,74.07051178060789,284.97875456526526,172.2194751770475,88637.12250000001,89522.93322106436,87751.31177893566
2025-12-22 10:00:00,89829.6,89868.0,89615.38,89778.94,435.91534,72.56070194955262,327.836604547585,203.34290105115502,88722.81049999999,89702.275264955,87743.34573504499
2025-12-22 11:00:00,89778.95,90118.0,89656.38,89945.43,823.65187,74.40701562439861,370.9599160203652,236.86630404499707,88816.6845,89887.50591931421,87745.8630806858
2025-12-22 12:00:00,89945.43,90588.23,89866.0,90208.48,1081.30015,77.03614588952817,421.5025684161956,273.7935569192368,88909.1495,90123.39969134358,87694.89930865642
2025-12-22 13:00:00,90208.49,90319.98,89731.72,89912.37,614.87382,68.50490346245033,432.676753986525,305.5701963326944,88988.561,90248.59510847571,87728.52689152429
2025-12-22 14:00:00,89912.38,90293.28,89440.5,90126.43,1047.85448,71.00474139066948,453.57667995773954,335.17149305770346,89072.628,90402.41216986568,87742.84383013431
2025-12-22 15:00:00,90126.44,90454.74,89196.42,89726.92,1198.6937,61.235729817873505,432.91255722910864,354.7197058919845,89134.7735,90464.90478085405,87804.64221914594
2025-12-22 16:00:00,89726.93,90127.0,89523.22,89550.0,654.12884,57.4652018198219,397.6759646955179,363.31095765269123,89200.7255,90471.65344055498,87929.79755944503
2025-12-22 17:00:00,89550.01,89579.81,89092.09,89308.92,588.68917,52.70306287630461,346.3055749362102,359.90988110939503,89258.0285,90431.53815017051,88084.51884982949
2025-12-22 18:00:00,89308.91,89523.23,89140.0,89150.04,385.95267,49.775504724739285,289.4374282594217,345.81539053940037,89291.349,90408.78088987125,88173.91711012875
2025-12-22 19:00:00,89150.04,89150.04,87965.76,88052.43,980.77862,35.220112299348784,154.0255477775063,307.4574219870216,89261.0275,90479.10162457671,88042.95337542328
2025-12-22 20:00:00,88052.42,88486.12,87911.79,88351.03,544.44938,40.33194421468592,69.99828474718379,259.96559453905405,89247.459,90501.01520485592,87993.90279514408
2025-12-22 21:00:00,88351.03,88619.13,88235.09,88275.06,405.03635,39.47838672451847,-2.6930271397868637,207.4338702032859,89229.8965,90529.10515881026,87930.68784118975
2025-12-22 22:00:00,88275.05,88833.33,88150.0,88660.07,389.08575,45.74506545360557,-28.901171471283305,160.16686186837205,89239.9865,90516.90619276857,87963.06680723143
2025-12-22 23:00:00,88660.07,88700.0,88430.43,88620.79,248.79144,45.23049783251919,-52.238707098862506,117.68574807492514,89232.31999999999,90522.78590842227,87941.85409157771
2025-12-23 00:00:00,88620.79,88940.0,88504.78,88770.47,270.13686,47.64715725019883,-57.987503307376755,82.55109779846477,89225.594,90524.61723230963,87926.57076769037
2025-12-23 01:00:00,88770.47,88889.76,88430.0,88513.71,241.89286,44.056033850313675,-82.31299887465138,49.578278463841535,89209.7125,90536.50043950499,87882.924560495
2025-12-23 02:00:00,88513.72,88755.24,88091.21,88206.8,579.81965,40.15973280993458,-124.91624470228271,14.679373830616687,89174.5895,90570.26921731533,87778.90978268467
2025-12-23 03:00:00,88206.8,88355.56,87800.0,88170.0,413.85546,39.70628446635552,-159.80692169314716,-20.217885274136083,89124.5845,90590.82199104516,87658.34700895484
2025-12-23 04:00:00,88170.0,88368.1,87930.99,87930.99,308.91036,36.800002234866234,-204.3880854700983,-57.05192531332853,89054.424,90609.99653383342,87498.85146616658
2025-12-23 05:00:00,87931.0,88025.71,87614.79,87765.01,482.98475,34.890125074744645,-250.22770853785914,-95.68708195823466,88951.1945,90563.16564392972,87339.22335607027
2025-12-23 06:00:00,87765.01,87780.0,87051.52,87400.01,787.33301,31.07122923854621,-312.4071544338076,-139.03109645334925,88832.24799999999,90535.5381563936,87128.95784360639
2025-12-23 07:00:00,87400.01,87698.82,87373.22,87574.79,417.2025,34.75398431275019,-343.62048492855683,-179.9489741483908,88713.716,90420.77362251459,87006.65837748541
2025-12-23 08:00:00,87574.78,87699.99,87433.2,87477.15,347.82336,33.67165967346011,-371.9484163996094,-218.34886259863453,88577.1495,90216.37172118292,86937.92727881708
2025-12-23 09:00:00,87477.14,87630.76,87297.69,87531.85,429.48493,34.89490111648381,-385.54040354758035,-251.7871707884237,88458.1235,90033.59192271077,86882.65507728924
2025-12-23 10:00:00,87531.85,87659.9,87510.6,87615.93,241.30517,36.82357225456531,-385.0885370276519,-278.44744403626936,88332.5985,89739.41583883735,86925.78116116264
2025-12-23 11:00:00,87615.92,87890.0,87564.29,87856.65,413.76507,42.110988124487605,-361.1433021527482,-294.98661565956513,88239.08499999999,89496.34939908226,86981.82060091772
2025-12-23 12:00:00,87856.66,87963.03,87600.0,87789.18,403.03862,41.07338302220044,-343.64941953391826,-304.7191764344358,88151.04400000001,89259.60232616094,87042.48567383908
2025-12-23 13:00:00,87789.18,87902.0,87426.7,87616.67,558.41583,38.463766325001295,-339.78863492334494,-311.7330681322176,88066.43149999999,89054.67562701499,87078.18737298499
2025-12-23 14:00:00,87616.66,87829.2,86601.9,86874.0,1406.81005,29.711708752838078,-392.1358990042354,-327.8136343066212,87952.62950000001,88939.66581417152,86965.5931858285
2025-12-23 15:00:00,86873.99,87550.0,86720.0,87443.45,1039.72862,40.829273329523865,-383.25371674277994,-338.901650793853,87922.18049999999,88933.52707992963,86910.83392007035
2025-12-23 16:00:00,87443.45,88189.64,87325.4,88003.63,1214.11389,49.32125774723104,-327.2404546662292,-336.56941156832823,87904.8105,88896.89409546892,86912.7269045311
2025-12-23 17:00:00,88003.63,88275.4,87180.0,87180.01,705.26293,40.18873795273405,-345.32806466703187,-338.32114218806896,87850.058,88876.3837084651,86823.7322915349
2025-12-23 18:00:00,87180.0,88177.98,87162.39,87975.01,814.37143,49.84288585487929,-292.1451031045144,-329.08593437135806,87815.805,88771.60881011539,86860.0011898846
2025-12-23 19:00:00,87975.02,88043.94,87650.0,87752.87,487.08154,47.53411558305696,-264.8688215030561,-316.2425117976977,87772.409,88649.93064093603,86894.88735906397
2025-12-23 20:00:00,87752.88,88372.35,87524.58,87691.5,807.56489,46.88793678510832,-245.3756798323593,-302.06914540463004,87718.4605,88459.71431511293,86977.20668488707
2025-12-23 21:00:00,87691.51,87856.37,87540.87,87722.89,406.59734,47.28268524351952,-224.80292576178908,-286.6159014760619,87678.91949999999,88319.02637053306,87038.81262946692
2025-12-23 22:00:00,87722.9,87779.25,87250.0,87399.45,627.85138,43.68022472241179,-231.924295925739,-275.6775803659973,87638.552,88239.09640304167,87038.00759695833
2025-12-23 23:00:00,87399.45,87520.87,87180.0,87486.0,504.97854,44.890220345301934,-227.9564315706957,-266.133350606937,87604.352,88153.13953267968,87055.56446732032
2025-12-24 00:00:00,87486.0,87672.26,87264.0,87660.47,394.43819,47.34601745223588,-208.33207708659756,-254.5730959028691,87590.826,88118.65065878,87063.00134122
2025-12-24 01:00:00,87660.47,87839.66,87500.0,87632.51,313.39351,46.98467323490725,-192.81314320774982,-242.22110536384525,87584.201,88106.11333625199,87062.28866374801
2025-12-24 02:00:00,87632.51,87658.07,86940.76,87134.39,587.21641,40.98359604325778,-218.19320192708983,-237.4155246764942,87570.92,88125.08893187185,87016.75106812814
2025-12-24 03:00:00,87134.39,87392.61,86863.88,87336.23,303.84075,44.09924566552938,-219.49013451999053,-233.83044664519346,87558.992,88122.99257848364,86994.99142151636
2025-12-24 04:00:00,87336.23,87458.54,87083.5,87147.65,288.59994,41.87489780541648,-233.04835652845213,-233.6740286218452,87542.51699999999,88135.1089364634,86949.92506353659
2025-12-24 05:00:00,87147.64,87248.79,86796.65,86957.9,344.84105,39.70477115941102,-256.1518255490082,-238.1695880072778,87513.8195,88161.60553301299,86866.033466987
2025-12-24 06:00:00,86957.89,87071.64,86802.03,87019.21,370.38507,40.772809072118186,-266.4428987069987,-243.824250147222,87483.9835,88166.02923114954,86801.93776885046
2025-12-24 07:00:00,87019.21,87184.57,86911.52,86911.53,345.81136,39.45105470490583,-280.05917655206576,-251.07123542819076,87436.72750000001,88140.6705899204,86732.78441007962
2025-12-24 08:00:00,86911.53,87077.67,86769.32,86795.56,315.09263,38.02148768678315,-296.7868110283889,-260.2143505482304,87387.0465,88125.65178078998,86648.44121921001
2025-12-24 09:00:00,86795.56,86903.17,86724.05,86812.8,230.63616,38.37896720360583,-305.1350510194752,-269.1984906424794,87346.853,88119.54836531702,86574.15763468298
2025-12-24 10:00:00,86812.8,87196.0,86812.79,87077.66,292.48243,43.74704896346564,-287.0699393199611,-272.7727803779757,87357.036,88108.5715715749,86605.50042842509
2025-12-24 11:00:00,87077.66,87359.59,87077.66,87203.94,350.15883,46.15548172682651,-259.57129124405037,-270.13248255119066,87345.06049999999,88098.42906174767,86591.69193825232
2025-12-24 12:00:00,87203.94,87478.59,87129.47,87428.51,308.22922,50.2359220171227,-217.1542730507499,-259.5368406511025,87316.3045,88004.95562757764,86627.65337242236
2025-12-24 13:00:00,87428.5,87440.24,87038.44,87286.9,403.57201,47.77718028028613,-192.74339813517872,-246.17815214791779,87321.649,88007.49982680318,86635.79817319683
2025-12-24 14:00:00,87286.9,87448.49,86420.0,86994.7,906.39237,43.09063904290954,-194.73096453311155,-235.88871462495655,87272.63350000001,87899.45902116975,86645.80797883027
2025-12-24 15:00:00,86994.7,87218.69,86580.0,87049.99,682.33537,44.20588682595955,-189.65842009238258,-226.64265571844177,87237.4895,87828.75302284809,86646.2259771519
2025-12-24 16:00:00,87050.0,87670.0,86917.25,87283.23,859.06821,48.767074495284035,-164.91681495970988,-214.29748756669542,87217.076,87769.23865118474,86664.91334881526
2025-12-24 17:00:00,87283.23,87576.68,87255.06,87322.77,412.5613,49.52047026707349,-140.4987845570722,-199.5377469647708,87197.07,87698.75467488021,86695.3853251198
2025-12-24 18:00:00,87322.77,87500.67,87233.93,87470.65,257.686,52.343120616591044,-107.9700281497935,-181.22420320177537,87200.62999999999,87709.32297260535,86691.93702739463
2025-12-24 19:00:00,87470.64,87578.81,87329.9,87566.06,217.13377,54.12542934397586,-73.64305343582237,-159.70797324858478,87204.633,87723.93073117486,86685.33526882515
2025-12-24 20:00:00,87566.07,87679.05,87516.77,87556.2,186.42889,53.901081184042845,-46.696015657813405,-137.10558173043052,87199.41949999999,87701.24805279275,86697.59094720722
2025-12-24 21:00:00,87556.21,87795.65,87556.2,87696.33,184.56137,56.65111467240597,-13.873054257288459,-112.45907623580212,87202.6105,87716.69640764597,86688.52459235402
2025-12-24 22:00:00,87696.34,88049.89,87696.33,88009.81,324.48249,62.09826908057717,37.00799019334954,-82.5656629499718,87246.38149999999,87872.80821003263,86619.95478996735
2025-12-24 23:00:00,88009.82,88023.57,87599.14,87669.45,261.49587,54.143118921114905,49.29908780916594,-56.19271279814425,87263.04250000001,87916.66591222178,86609.41908777824
2025-12-25 00:00:00,87669.44,87749.0,87508.52,87568.37,172.91056,52.012112389851154,50.30369035364129,-34.89343216778715,87284.0785,87949.04721648635,86619.10978351366
2025-12-25 01:00:00,87568.37,87748.78,87567.42,87699.99,127.73475,54.522163931817246,61.01711183034058,-15.711323368161601,87321.18299999999,87992.30557953469,86650.06042046529
2025-12-25 02:00:00,87700.0,87967.5,87563.87,87892.66,207.0102,57.98647603466883,84.08515302340675,4.247971910152068,87364.8555,88066.23440177193,86663.47659822808
2025-12-25 03:00:00,87892.66,87925.08,87767.84,87840.42,145.20674,56.72475426434681,97.03287586101214,22.804952700324083,87411.3,88109.29630241766,86713.30369758235
2025-12-25 04:00:00,87840.42,87843.38,87743.0,87773.33,132.58221,55.06756518885836,100.71940656442894,38.387843473145054,87460.1885,88112.03974974975,86808.33725025026
2025-12-25 05:00:00,87773.34,87787.92,87661.17,87750.55,171.99245,54.48551410425529,100.6427066133765,50.83881610119135,87507.076,88094.58670291287,86919.56529708713
2025-12-25 06:00:00,87750.56,87842.53,87692.67,87836.42,122.21291,56.3580981670131,106.2857171176729,61.92819630448766,87545.014,88113.45331418478,86976.57468581521
2025-12-25 07:00:00,87836.43,87862.2,87755.94,87837.59,141.89666,56.38442886230916,109.58897928352235,71.46035290029461,87576.69649999999,88135.6483541081,87017.74464589189
2025-12-25 08:00:00,87837.59,87888.0,87351.96,87584.65,461.19047,49.43976271205333,90.75057808258862,75.31839793675341,87584.5035,88139.08520422717,87029.92179577284
2025-12-25 09:00:00,87584.65,87603.78,87450.01,87526.48,318.47286,47.976288521605774,70.31661043988424,74.31804043737958,87596.48250000001,88134.08792587562,87058.87707412441
2025-12-25 10:00:00,87526.47,87533.36,87251.6,87414.14,276.87514,45.19395566495406,44.544167296015075,68.36326580910668,87617.45449999999,88084.2810056949,87150.62799430509
2025-12-25 11:00:00,87414.15,87591.32,87414.14,87519.44,147.21369,48.22492675317915,32.24445637364988,61.13950392201532,87640.927,88028.01461521929,87253.8393847807
