symbol,n_bars,last_close,med_dollar_vol,pass
HPE,31,57.61,826164830.0,True
SPOT,31,492.47,819987834.6,True
XLY,31,116.75,803877221.5,True
XLU,31,44.18,801277054.1999999,True
ASTS,31,71.14,798923435.2,True
ON,31,83.38,798608171.87,True
VLO,31,347.19,779203216.6,True
ETN,31,455.4,773824935.6,True
USO,31,130.29,768821284.14,True
SCHW,31,110.58,767568860.7900001,True
BIL,31,91.55,765439768.39,True
CIEN,31,445.18,761616081.9000001,True
CVS,31,94.01,759212239.5,True
SYK,31,331.68,758637153.6,True
AGG,31,97.25,757836277.56,True
FTNT,31,155.85,757672691.02,True
COP,31,127.56,755953798.0799999,True
SLV,31,59.57,750978834.08,True
UNP,31,299.9,750651831.36,True
TJX,31,150.85,748108327.0500001,True
IEFA,31,101.03,739105590.72,True
CLS,31,340.4,737097394.4,True
RDDT,31,164.5,734054902.88,True
SCHD,31,34.29,733028849.2199999,True
CRCL,31,74.59,729095917.26,True
IONQ,31,46.84,728433142.15,True
FXI,31,35.1,714166547.1199999,True
HON,31,229.45,710885729.15,True
BLK,31,1147.11,710750060.0200001,True
CEG,31,277.77,709530044.3000001,True
SPGI,31,410.53,704416633.92,True
NEM,31,120.33,701112479.0,True
MELI,31,1787.57,697399267.9,True
FIX,31,1881.18,696025749.04,True
DASH,31,212.72,695717729.4599999,True
CMCSA,31,25.57,694442036.73,True
CDNS,31,323.47,685254547.32,True
ONDS,31,9.0,682222261.5,True
MPC,31,358.18,678574527.12,True
WELL,31,235.3,676913539.26,True
EWZ,31,33.97,676598053.18,True
VEA,31,73.69,673717526.4,True
SBUX,31,107.92,657471392.28,True
VCIT,31,81.02,656256623.66,True
F,31,14.05,652259074.3,True
TSLL,31,8.61,645574918.5500001,True
HLT,31,326.12,642546817.1999999,True
SHW,31,349.97,636404241.6,True
WULF,31,17.6,634571578.6800001,True
BMY,31,64.63,632473026.6,True
HONA,31,161.56,630134789.25,True
VST,31,146.11,628013107.56,True
XLC,31,110.82,623405220.9,True
LOW,31,215.81,622450042.24,True
RCL,31,301.79,618502819.38,True
STM,31,55.79,611575032.1999999,True
WDAY,31,191.18,611465673.96,True
VUG,31,88.87,610500463.3000001,True
VRTX,31,515.55,609625223.97,True
VTV,31,226.69,608266888.32,True
TRV,31,364.51,605392979.75,True
PYPL,31,60.47,604374218.96,True
BX,31,140.57,603831424.01,True
PWR,31,722.31,603101079.0,True
SNDQ,31,12.22,602195050.6,True
SNPS,31,413.22,601751269.62,True
CB,31,340.86,598088119.72,True
DE,31,599.92,597581439.39,True
KORU,31,23.54,592932370.14,True
MDT,31,90.6,588242291.5600001,True
CIFR,31,18.5,586635375.48,True
HL,31,18.82,583066085.04,True
CME,31,267.88,581881300.0,True
CMG,31,33.76,574348650.24,True
ADP,31,266.06,571020994.01,True
CVNA,31,70.09,570941644.14,True
MAR,31,356.57,569407817.5,True
PLD,31,140.62,562193085.0,True
EQIX,31,1097.61,562093214.64,True
HWM,31,289.12,561636864.62,True
PH,31,1053.76,560612529.9,True
CSX,31,50.58,559046741.76,True
TGT,31,151.01,558897208.48,True
SAP,31,207.84,558060611.24,True
SHEL,31,91.62,557566209.0,True
AXTI,31,95.97,557470760.5600001,True
ORLY,31,90.23,556612930.6,True
LMT,31,593.74,554207200.0,True
IYR,31,104.15,553454131.24,True
XLB,31,52.24,549369820.73,True
WBD,31,27.93,545468350.3,True
PGR,31,203.84,545191916.79,True
SLB,31,53.86,544534505.2,True
ABNB,31,179.29,536960968.0,True
CMI,31,641.16,535216144.0,True
BMNR,31,18.73,535055050.17999995,True
APLD,31,31.18,534529854.72999996,True
CAH,31,235.66,534273403.71999997,True
HCA,31,404.98,528780867.12,True
EWT,31,107.8,527156563.32,True
ICE,31,154.31,527003733.05999994,True
MO,31,63.96,526886336.88000005,True
KWEB,31,26.95,526831789.12,True
PSX,31,239.28,526385212.34,True
BND,31,72.16,523449374.76,True
MDB,31,438.7,522824981.52,True
ROST,31,235.28,515946106.68,True
PDD,31,86.94,515558743.91999996,True
CDE,31,19.31,514849704.36,True
AZN,31,156.89,507689002.32,True
DAL,31,87.59,502386811.89000005,True
AEP,31,126.53,501985924.78000003,True
FIG,31,24.99,501312550.72,True
MDLZ,31,62.18,499229630.24,True
URI,31,1164.82,499149789.28000003,True
APO,31,134.54,498555865.43999994,True
MMM,31,180.21,497689642.56000006,True
REGN,31,804.99,494982842.24,True
AZO,31,3019.3,492804320.16,True
SE,31,119.45,490081120.8,True
HUM,31,384.31,489603459.93,True
XOP,31,183.35,486077219.25,True
UAL,31,122.26,484797302.32,True
MNST,31,45.52,481872173.21999997,True
NVO,31,44.88,480798527.78,True
UPS,31,102.02,479606191.56,True
AXON,31,604.32,479446246.40000004,True
TEL,31,217.38,478021297.40999997,True
GDXJ,31,120.38,476385345.54,True
BNY,31,164.27,476043732.91999996,True
FDX,31,331.49,474390071.1,True
IEF,31,92.84,472231178.97999996,True
DUK,31,123.58,469975448.1,True
MTUM,31,322.07,468862781.14000005,True
TTWO,31,241.61,468493811.56,True
MARA,31,9.715,466947345.78,True
GM,31,84.37,463354216.0,True
JCI,31,153.92,463313934.08,True
DLR,31,197.91,460650700.98,True
ECHO,31,92.51,460282814.32,True
OXY,31,59.04,456242279.84000003,True
COR,31,312.52,456209502.68000007,True
EMB,31,94.7,455295583.38000005,True
VGT,31,122.54,453052768.32,True
AMT,31,172.23,452498621.75,True
WMB,31,73.45,451825500.0,True
USB,31,64.87,451663576.9,True
BKR,31,64.9,450607057.59999996,True
ELV,31,390.24,446835971.16,True
CTAS,31,197.82,445035851.82,True
CCL,31,27.73,444767127.0,True
FLEX,31,130.0,444510769.86,True
SO,31,92.29,443886389.24,True
CTSH,31,56.28,443132197.34,True
IJH,31,78.48,439489082.25,True
DVN,31,47.57,437184902.64,True
NTAP,31,204.2,436855581.63,True
IWF,31,125.08,435470200.2,True
RIVN,31,14.87,434815682.4,True
TDG,31,1237.82,431481277.88,True
ADSK,31,241.64,430476716.3,True
FSLR,31,217.85,430292923.22,True
EXPE,31,318.5,428126150.21000004,True
SPXL,31,294.99,426713371.29999995,True
CI,31,275.33,425484800.16,True
TT,31,475.32,423193498.44,True
EBAY,31,100.94,421623757.8,True
CRH,31,96.05,420914227.3,True
MUB,31,105.56,418730575.68,True
ZTS,31,72.97,418434000.64,True
HUT,31,88.04,417776492.39,True
LNG,31,266.93,416678935.4,True
YUM,31,145.14,415935386.3,True
EMR,31,162.05,414692723.20000005,True
PCAR,31,130.84,413548329.32,True
AON,31,347.22,411378015.75,True
PNC,31,254.55,410328518.4,True
HBAN,31,17.95,408366090.0,True
NOC,31,570.2,408032875.34999996,True
EOG,31,146.15,404500332.48,True
AEM,31,188.78,403776633.72,True
ALL,31,258.1,403764213.83000004,True
IBKR,31,94.33,403457158.24,True
NVDL,31,36.67,403055235.64000005,True
VWO,31,60.39,402377613.65999997,True
MRSH,31,184.21,401617707.03,True
RBLX,31,37.93,400932959.5,True
FAST,31,51.23,395162491.14000005,True
IJR,31,149.83,392026743.0,True
MCO,31,477.17,391059939.3,True
KDP,31,30.28,389649458.28000003,True
VXUS,31,87.87,387590082.74999994,True
CL,31,90.21,387050615.3,True
KR,31,56.07,385661572.73,True
TEAM,31,158.34,384945145.36,True
QLD,31,93.84,384203469.37,True
TSEM,31,263.73,384165936.84000003,True
WM,31,224.02,384046070.40000004,True
KKR,31,108.83,383399054.43,True
RKT,31,14.5,383369699.2,True
AKAM,31,122.97,383248026.26,True
MKSI,31,320.74,382313992.8,True
MTSI,31,327.53,381830552.73999995,True
JEPQ,31,60.56,380461613.40000004,True
OKTA,31,143.24,380098393.04999995,True
ETHA,31,14.4,380027351.45000005,True
MTZ,31,302.48,378944103.76,True
ROKU,31,158.31,378633998.34000003,True
GD,31,391.14,378631321.32,True
OKLO,31,43.88,378358516.04,True
VT,31,161.83,378341905.65,True
MSCI,31,550.68,377708930.23,True
MDY,31,715.35,377219223.84,True
EW,31,90.81,376767460.14000005,True
HIMS,31,28.61,375260933.28000003,True
XRT,31,87.54,374549680.58,True
FN,31,598.58,374201155.35,True
ALNY,31,224.6,368874028.81000006,True
CARR,31,62.56,367934641.62,True
GWW,31,1317.68,367573431.53999996,True
DXCM,31,88.76,367141058.79,True
STRL,31,603.89,366228807.8,True
FISV,31,52.21,365648902.36,True
IWD,31,256.62,364163102.59999996,True
ACWI,31,161.83,363680562.96000004,True
KMB,31,107.91,363400343.46,True
KEYS,31,361.15,362801837.71,True
ZS,31,184.44,361664691.77,True
SPDN,31,8.45,359989550.0,True
XEL,31,79.21,359886897.99,True
STT,31,193.04,359330084.99,True
MSI,31,457.08,357016245.48,True
TWLO,31,228.61,354416692.2,True
RIOT,31,20.04,353898155.52000004,True
XYZ,31,80.2,353349074.28,True
IR,31,82.31,351839277.24,True
HPQ,31,29.4,349575170.8,True
AJG,31,247.97,349443191.32000005,True
MET,31,96.68,349442130.31,True
JBL,31,369.89,347649967.52,True
ENTG,31,163.09,347129084.56,True
HUBS,31,215.17,347102820.47999996,True
EWJ,31,98.17,346971406.24,True
ODFL,31,211.96,346643453.96000004,True
ARKK,31,81.75,343430243.1,True
KVUE,31,18.79,341927489.86999995,True
RVMD,31,212.0,341693326.7,True
ONTO,31,351.16,340013607.8,True
EQT,31,53.01,339609536.78999996,True
TFC,31,52.53,339141506.97,True
ITW,31,287.28,339128749.5,True
USHY,31,36.83,337899617.86,True
NSC,31,341.12,337625773.4,True
KHC,31,24.75,336969898.1,True
NVD,31,3.92,336220877.85,True
VTEB,31,49.64,336014753.88,True
DHI,31,148.34,335973372.3,True
CRS,31,542.38,335848247.15999997,True
FANG,31,206.29,333375091.2,True
LHX,31,278.38,332955952.76000005,True
TSCO,31,34.68,332926446.03,True
VEEV,31,238.34,330878795.61,True
IAU,31,83.11,330739627.75,True
ILMN,31,193.135,329560518.07,True
BP,31,42.85,328938191.4,True
TPR,31,129.02,328200759.36,True
CNQ,31,49.27,328199019.75,True
DOCN,31,135.28,327350636.6,True
PAYX,31,118.54,327250651.58000004,True
FERG,31,244.98,327183003.0,True
QXO,31,13.98,326533091.5,True
O,31,62.4,326157399.5,True
GIS,31,37.98,322829157.36,True
RGTI,31,18.67,322829044.04,True
EXC,31,45.57,322658061.44,True
FICO,31,1064.41,322163338.40000004,True
ROK,31,444.6,321808500.0,True
IDXX,31,546.09,321701256.81,True
PSA,31,324.31,321447134.09,True
SPG,31,221.67,320596669.41,True
GH,31,161.67,320322308.46000004,True
HAL,31,34.73,320269149.04,True
ECL,31,275.84,319010190.76,True
B,31,42.52,316524951.57,True
SWKS,31,67.73,314973180.08000004,True
WBS,31,78.69,313797092.84000003,True
NUE,31,272.68,313367814.66,True
NTRA,31,314.18,312745148.28000003,True
NDAQ,31,96.68,312529198.5,True
CTVA,31,76.01,311934354.76,True
UMC,31,19.53,311732768.2,True
NRG,31,122.37,309950950.32000005,True
TD,31,124.34,309945116.7,True
APD,31,300.86,309386997.89,True
FITB,31,57.6,309145046.35,True
MP,31,58.51,308620358.28000003,True
ASX,31,39.91,308361697.16,True
EME,31,862.54,308027190.16999996,True
PCG,31,17.5,306488399.65999997,True
OKE,31,95.32,306128542.71999997,True
TTMI,31,140.98,305995765.5,True
LYV,31,184.44,305831611.8,True
QQQI,31,55.75,304695213.75,True
FPS,31,38.83,304579013.94,True
CPNG,31,15.72,304469900.93,True
MRNA,31,64.46,303730382.02,True
SPMO,31,155.16,302125670.56,True
ROP,31,389.71,301682586.17,True
VALE,31,13.75,301261696.96,True
CHTR,31,144.1,300676643.5,True
TOST,31,34.32,299243757.15000004,True
TRGP,31,277.94,299224954.98,True
QBTS,31,20.87,298803043.35999995,True
WAT,31,407.74,298432921.59999996,True
CPRT,31,31.7,296955805.685,True
SMTC,31,154.22,295822661.34000003,True
VNQ,31,97.98,295512156.51000005,True
SPXU,31,33.76,293865090.96000004,True
RY,31,216.19,292654188.42,True
EXE,31,94.175,292021605.08,True
LULU,31,115.74,291946284.96,True
JOBY,31,7.91,291703801.89,True
VRSK,31,175.62,291509939.6,True
RSG,31,215.26,290025723.57,True
CCJ,31,98.58,288893220.0,True
FTAI,31,227.43,288271391.31,True
HSY,31,181.06,287653386.08,True
NVT,31,177.21,287289047.04,True
ZM,31,105.56,285737345.56,True
CCI,31,74.44,285632879.64,True
FOXA,31,69.19,285164404.69,True
BDX,31,182.09,284895599.04,True
MLM,31,538.66,284594025.09999996,True
LYB,31,64.73,284508750.24,True
CFG,31,74.31,283360066.56,True
ADM,31,81.29,283196720.17,True
SRE,31,85.94,282028181.56,True
ATI,31,231.78,280277101.44,True
CHRW,31,144.78,279760352.3,True
CNP,31,40.63,279670655.07,True
VTR,31,91.17,279631250.7,True
CMS,31,71.4,279540029.44,True
PLTD,31,5.31,278870019.12,True
RMD,31,220.37,278686931.6,True
UPRO,31,154.4,277333717.48,True
DOW,31,31.34,275764980.48,True
CNC,31,64.41,275735210.88,True
JBHT,31,283.37,275631879.88,True
DLTR,31,129.54,275470940.52,True
CBOE,31,295.0,273378897.0,True
CF,31,117.78,272719363.2,True
KMI,31,32.33,272552864.0,True
W,31,103.08,271702271.88,True
TNA,31,76.4,271509517.8,True
TTD,31,13.4,271156297.2,True
MTB,31,252.86,270598137.48,True
WAB,31,300.34,269132937.84,True
ALB,31,133.99,268744383.98,True
IBB,31,201.93,268471795.02,True
CLSK,31,12.4,267766944.32,True
NXT,31,99.09,267466127.36999997,True
ULTA,31,493.33,267127393.28,True
DPZ,31,335.42,265981127.15,True
INSM,31,128.32,265856139.60000002,True
DKNG,31,25.3,265771930.25,True
RF,31,31.7,263660196.17,True
BBY,31,85.44,263249187.14999998,True
GEHC,31,72.37,262765075.58999997,True
INDA,31,49.58,261960101.39999998,True
AWK,31,134.35,261743079.62000003,True
AMP,31,561.63,261708486.12,True
SU,31,66.66,261703995.72000003,True
AME,31,254.17,261328141.52,True
STLD,31,258.16,261317790.7,True
U,31,45.45,260998801.2,True
PBR,31,18.25,260600127.28,True
IQV,31,241.24,260431920.14,True
AIG,31,75.81,259166812.41,True
CASY,31,870.01,259106727.26,True
VCLT,31,71.27,258774505.10000002,True
SMR,31,9.19,258473552.95999998,True
MOD,31,216.75,257640652.8,True
JPST,31,50.51,257135416.20000002,True
DRI,31,225.5,257112515.34,True
AMKR,31,61.3,256892144.18,True
GPN,31,90.38,256681689.74999997,True
GLDM,31,87.45,256324847.45000002,True
SIMO,31,272.7,256072311.5,True
VCSH,31,78.6,256062185.50000003,True
SYF,31,80.75,254775990.75,True
BOXX,31,117.86,254458544.04,True
SHV,31,110.24,253842366.49,True
SPXS,31,24.06,253588900.4,True
RWM,31,13.22,253465384.5,True
RMBS,31,100.61,253268054.85,True
DKS,31,196.24,253166157.28,True
NVS,31,151.97,253010911.42000002,True
A,31,148.45,252397854.80999997,True
SITM,31,749.44,252245112.00000003,True
FLUT,31,96.39,250922085.26,True
INFY,31,11.62,249207814.79999998,True
NCLH,31,18.18,248519466.68,True
CELH,31,29.945,248258893.68,True
DG,31,120.08,247852381.92000002,True
AFRM,31,74.52,247635063.60000002,True
D,31,68.77,247150425.6,True
STZ,31,130.56,246459122.55999997,True
OTIS,31,70.56,246072066.14999998,True
JEPI,31,57.78,245973512.4,True
ARES,31,141.34,244581072.16000003,True
PPL,31,35.95,243681209.20000002,True
SSPC,31,10.01,243599929.46,True
JD,31,28.5,243572273.84,True
SN,31,183.62,243376724.46,True
LUV,31,43.35,243233037.35999998,True
SCHG,31,35.47,243018953.81000003,True
TLN,31,356.92,242996096.55999997,True
RBRK,31,101.02,242864777.60000002,True
DINO,31,94.99,242517105.6,True
AA,31,51.71,242412497.42000002,True
SCHX,31,30.48,242184024.24,True
SYY,31,81.85,241567845.83999997,True
FTI,31,79.76,241503264.0,True
SHY,31,82.0,241500555.45,True
RIO,31,97.21,240903186.34,True
ETR,31,108.52,240362032.54,True
MXL,31,84.76,240348337.84,True
SNDU,31,29.75,240214369.79999998,True
LII,31,416.13,239987209.44000003,True
USFD,31,108.61,239399424.25,True
CDW,31,135.3,239153918.57999998,True
VMC,31,278.15,239004693.54,True
ARGX,31,987.84,237141301.42999998,True
OMC,31,85.46,236814070.28,True
QID,31,13.69,236461648.57,True
MAGS,31,67.35,235656419.04,True
CAVA,31,71.02,234150829.64,True
ED,31,108.99,233378685.72,True
PINS,31,23.07,233331060.66000003,True
TEM,31,51.64,233019705.07999998,True
OPEN,31,3.54,232725756.48,True
MDLN,31,34.88,231890792.95999998,True
RIG,31,5.87,231564128.63,True
THC,31,264.56,231138073.76000002,True
KNX,31,72.8,230757368.38,True
TE,31,4.88,229588943.4,True
SH,31,32.13,229140228.1,True
CRNX,31,84.75,228499799.22,True
UTHR,31,508.48,227872102.50000003,True
TECH,31,72.39,227836209.76000002,True
BTI,31,55.73,226312355.01,True
VIG,31,244.37,224688385.15,True
FFIV,31,395.54,224202416.97,True
WST,31,346.61,223908088.5,True
Q,31,140.76,223615462.28,True
FIS,31,41.17,223419712.4,True
KEY,31,23.04,223391050.68,True
UL,31,61.23,223204413.11999997,True
IRM,31,129.9,222966718.66,True
RAM,31,14.59,222774049.65,True
GFS,31,53.44,222518680.9,True
ZBH,31,98.2,221975672.16000003,True
XHB,31,108.19,221929150.57999998,True
NI,31,42.37,220592135.11,True
HUBB,31,504.3,220505615.81,True
CP,31,93.92,220162929.97,True
JAAA,31,50.6,219894281.21,True
HST,31,22.81,219393843.6,True
JNK,31,95.85,219096362.10000002,True
USFR,31,50.47,218746440.75,True
WEC,31,110.49,218586426.24,True
WCC,31,372.96,218428320.95999998,True
RL,31,379.31,218317040.0,True
AFL,31,120.98,218248405.32,True
CLX,31,105.94,218235944.04,True
BURL,31,336.85,217866824.10000002,True
DECK,31,90.11,217578938.5,True
SPYG,31,122.48,217569106.8,True
PODD,31,139.7,217097892.33,True
LSCC,31,132.67,216882942.36,True
PEG,31,75.61,216800026.62,True
TYL,31,320.48,216736566.6,True
GRMN,31,307.5,215457282.55,True
VRSN,31,272.77,215367564.57999998,True
SOUN,31,7.04,214976885.47,True
EAT,31,241.71,214358299.68,True
BIDU,31,104.12,213636814.6,True
ZBRA,31,371.26,213561134.56,True
CORZ,31,20.13,213476915.92000002,True
XLRE,31,44.83,213331486.35000002,True
ROL,31,36.02,213169864.44000003,True
SKUU,25,26.01,212726593.74,True
VICI,31,25.96,212293101.03,True
EMXC,31,98.3,212283072.95,True
MTD,31,1417.42,212256580.64,True
WCN,31,165.01,211926781.08,True
DOV,31,206.47,211852885.32,True
ITOT,31,169.66,211671596.52,True
TROW,31,110.46,211349183.68,True
CBRE,31,147.96,211280378.48000002,True
HIG,31,136.71,211224092.4,True
XYL,31,117.47,211195318.32000002,True
QUAL,31,224.63,209657612.67,True
LVS,31,45.43,209529868.39,True
CPAY,31,407.62,209398782.32000002,True
NVMI,31,420.79,209318810.04000002,True
CRL,31,286.64,209121896.25,True
IT,31,179.19,208891876.65,True
LPLA,31,368.2,208702535.20000002,True
SW,31,47.81,208400098.32,True
PRU,31,124.56,208185669.98,True
AEHR,31,145.61,208152954.71999997,True
SPCH,31,9.83,207577310.4,True
VIK,31,99.86,207476609.16,True
EFX,31,176.8,207177402.20000002,True
ETSY,31,78.41,206649452.15,True
PHM,31,128.49,206556417.64,True
SCHF,31,28.54,206291806.5,True
GNRC,31,221.25,206114808.25,True
RRX,31,174.52,205506344.89,True
WWD,31,370.4,205172391.6,True
TECK,31,64.84,205070828.7,True
FDS,31,276.76,205027707.13,True
FIVE,31,238.56,204746290.16,True
TDY,31,677.27,203581676.3,True
USMV,31,100.4,202523217.75,True
VEU,31,85.85,202445649.3,True
CVE,31,32.13,202135366.93,True
BROS,31,50.42,200789580.6,True
PBF,31,75.07,199803601.32,True
SOLS,31,62.55,199529857.91,True
MSTU,31,1.88,199073139.0,False
DT,31,47.61,199050406.56,True
EFV,31,81.63,198931496.76000002,True
NVR,31,6298.83,198800996.6,True
NBIX,31,154.49,198447669.63000003,True
APA,31,41.58,197689876.64999998,True
SCCO,31,192.04,197556292.29000002,True
BHP,31,88.37,197516712.63,True
PSQ,31,25.32,197485173.04999998,True
FWONK,31,101.98,197323779.20000002,True
AEIS,31,348.63,196538225.29,True
GSK,31,50.28,196370195.48999998,True
EIX,31,71.3,196123136.27,True
TKO,31,195.14,195415452.3,True
FE,31,47.42,195199678.07999998,True
DGX,31,235.52,194741972.7,True
GPC,31,132.52,194599306.44,True
AVAV,31,181.13,193299046.38,True
ATO,31,169.9,193192877.82000002,True
BIIB,31,209.15,192745001.7,True
BTSG,31,60.38,192304894.5,True
VSH,31,35.58,191968592.75,True
ESI,31,39.22,191708951.88,True
CAG,31,15.54,191530533.15,True
WPM,31,136.61,191504007.75,True
SEI,31,65.97,190943299.02,True
CLF,31,12.31,190920788.1,True
VICR,31,253.5,190256151.79999998,True
COPX,31,87.34,189885807.8,True
IOT,31,39.0,189502583.04999998,True
CSGP,31,31.35,189378283.68,True
WSM,31,240.42,189106993.95000002,True
PNR,31,64.1,189032499.6,True
IP,31,40.26,188820084.6,True
AMDL,31,56.97,188725201.45999998,True
ENB,31,50.58,188585658.54,True
MOH,31,203.06,187579943.1,True
AGNC,31,10.95,187554862.68,True
QSR,31,77.16,187491999.58,True
ALLE,31,162.1,187321354.21999997,True
EL,31,84.34,187160905.04999998,True
KGC,31,27.72,187104649.96,True
CCEP,31,105.57,186599202.8,True
